full_text;labels
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
dampingi wapres gibran wali kota bekasi pastikan pelayanan terbaik warga pasca banjir;2
wamendagri bantuan gubernur jakarta hadapi banjir bekasi;2
pramonorano gubernurwagub terpilih jakarta banteng tidak bisa atasi banjir si bungul salahkan jokowi bgmn jokowi presiden bisa atasi banjir jakarta si mulut gubernur giveaway bilang bisa atasi banjir jakarta amp sialnya warga;0
janji gubernur kmdn loncat presiden akan menyelesaikan banjir jakarta th yg korban gubernur manusia penipu laknat allaah;0
akibat luapan banjir merendam kondominium mewah jakarta aliran listrik ribuan unit kondominium terputus belum beres pemerintah turun tangan;0
tapi yg gubernur kader pdip sekjen partainya ditangkep kpk jakarta banjir tindakan yg nyata;0
jakarta banjir salah pemerintah rakyat alam jaga alam alam jaga hirup bacotsantuy;0
pa banjir jakarta berasal daerah banjir jakarta kewenangan pemerintah pusat terima kasih pa pencerahannya woow jejak digital terima kasih pa;0
semoga orang yg kena dampak banjir bekasi rezekinya dilipatgandakan allah swt bener bisa sm tuhan tidak pemerintah bisa kasih kontribusi korban;0
daerah banjir google map jakarta timur bekasi bogor barat parung daerah jawa lampung;1
wakil presiden gibran rakabuming raka didampingi kepala bnpb letjen tni suharyanto meninjau langsung korban banjir perumahan pondok gede permai jatirasa kota bekasi jawa barat rabu siang liputansonora by;2
wakil gubernur dki jakarta rano karno meninjau titik banjir kawasan cilandak jakarta selatan jaksel pemerintah provinsi pemprov dki jakarta fokus membenahi kali ciliwung upaya mengantisipasi banjir wilayah jakarta;0
sby temui korban banjir ciangsana imbau warga pemerintah tanggul presiden ri susilo bambang yudhoyono sby mengunjungi warga desa ciangsana bogor jabar yg kebanjiran sby menitipkan pesan bertemu dg petinggi desa banjir;0
dapur masyarakat membutuhkan pakaian layak pakai obatobatan dapat laporan langsung korban banjir bekasi amp tolong terjunkan satgas penanganan pasca banjir lansia hamil anakanak;2
tgl wib warga dki kebon tebet jaksel banjir atap rumah tolong hrpn jgn anggap teror duhai gubernur cc;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga waspadahadapibencana;2
sabarnya jokowi dijelasin bolak kiri kanan pendukung sampeyan emang oon tidak ngerti jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;0
tidak untung kebanyakan ruginya prestasi terbesarnya banjir bekasi anies barcelona indonesiagelapjilid;0
jujur iya yg update yg gapernah banjir tbtb rumahnya kena banjir sampe sebetis masuk rumah yg lt gapernah kena banjir lt sampe cm airnya kayak byk banget pembangunan bekasi tapi drainase airnya jelek datarannya jg rendah;1
banjir jabar usul kang dipikirkan direncanakan utk jangka gub biarkan gagal penuh wawasan semoga cerita kiriman air bogor bekasi tidak untungnya banjir tidak bs dipelihara;0
banjir jakarta;1
kiriman puncak bogor banjir bandang;1
salut dedikasi polri bekasi depok penyaluran bantuan evakuasi cepat membantu warga terdampak banjir lihat cuplikannya;2
wakil gubernur dki jakarta rano karno meninjau langsung inlet sodetan ciliwung jakarta senin maret kehadiran rano jajarannya sodetan peninjauan pengungsian korban banjir akibat luapan sungai ciliwung bidara cina media;2
dprd dki soroti sampah penyebab kerusakan pompa banjir jakarta;1
beryl top mengetweet v mengetweet banjir bukan pemda dki jakarta tapi wewenang pemerintah pusat sudah bolak gubernur dki;0
heran yg ngritik gub jakarta gub jabar masyarakat das pemerintah pusat yg mudah menangani banjir tidak dikritik;0
sobatjaktim gubernur dki jakarta pramono anung wibowo meninjau kondisi pintu air manggarai kelurahan setiabudi jakarta selatan selasa langkah bentuk kesiapsiagaan menangani banjir wilayah dki jakarta jagajaktim siagajakarta;2
adakah info jasa bersihbersih rumah banjir bisa dihire area bekasibogor villa nusa indah;1
dibalik banjir jakarta yg bikin sedih pendidikan politik yg bagus warganya biar melek idekonsep sistem siapapemerintah yg bisa tangani banjir banget ide gagasan actionnya banjirjakarta;0
rabu maret ratusan rt ruas jalan jakarta terendam banjir ketinggian air bervariasi cm merendam permukiman warga banjirjakarta banjir ciliwung sungaiciliwung jakarta inews inewsmf fypviraltwitter;1
bekasi beneran banjir gara yg jebol tembok;1
wali kota depok kerugian akibat banjir rp miliar pemerintah kota de;0
manusia pengen terkenal ya yg dijelekin anies kuping budek yg bilang presiden akan mudah menangani banjir jakarta tapi sampe pensiun banjir parah;0
warga jakarta korban banjir januari akan menggugat pemerintah provinsi dki jakarta perdata pengadilan megapolitan;0
banjir jakarta karna gubernur kesalahan karna kurang perhatian pembuangan air tapi tidak pikir bogor yg dataran banjir menyalahkan pemerintah sepenuhnya;0
jakarta banjir mataku banjir banjir;1
tim elshinta peduli kemanusiaan menyalurkan bantuan pendengar radio elshinta box makanan santap korban banjir kebon pala ii rt kelurahan kampung melayu jatinegara jakarta timur total nominal rp senin hel;2
prioritas anggaran melancarkan pekerjaan sadar tidak menggenjot program normalisasi sungai pemerintah membebaskan lahan warga banjir banjirjakarta banjir;0
anak lakilaki berinisial a korban terseret arus kali ciliwung memakai pelampung evakuasi banjir kebon tebet jakarta selatan selasa;1
jakarta kepolisian republik indonesia polri korps kepolisian perairan udara korpolairud baharkam polri mengerahkan ratusan personel membantu evakuasi penanganan banjir melanda wilayah jabodetabek;2
liat bogor tidak separah banjir lebak tidak separah banjir jangan mentang pas anies banjirnya parah disama samain sm gubernur hatilu bersihin brow jangan dengki org bencana alam ko nyalahin pemerintah;0
bpbd jabar kirim bantuan evakuasi korban banjir bogor bekasi bpbd rabu banjir banjirbekasi banjirbogor bekasibanjir evakuasibanjir beritanasional bencanaalam;2
kemensos salurkan beragam bantuan korban banjir bogor;2
warga jakarta terendam banjir legislator pdip putra nababan marah kritik pemerintah;0
gara gara hujan badai gledek malam subuh komplekkomplek amp jalan bekasi banjir stay safe bersabar saudara saudaraku korban kebanjiran semoga banjirnya cepet surut bekasi banjir viral jabodetabek beritaviral banjirbekasi;1
jubir setahu janji banjir jakarta akan mudah atasi presiden kali ciliwung pemerintah pusat bukan tapi presiden ya konfirmasi tidak ya;1
gubernur jabar banjir bogor akibat alih fungsi lahan;1
banjir melanda jawa barat jakarta ribuan jiwa terdampak via;1
terima kasih polri udah bantu korban banjir bekasi amp depok giat tuntas penuh dedikasi;2
rumahku bekasi kemarin kebanjiran sebenernya emng langganan banjir tanda air luber yg diselametin elektronik kyk tv kulkas mesin cuci sudah kerendem alhamdulillah aman kasur pasrah sudah ahaha baju masukin kantong plastik diiket kuat;1
rumah banjir nyalahin bogor salahin pemerintah noh korup bikin tata kota jelek;0
petugas bantuan evakuasi warga pembersihan lumpur pemberian obatobatan jakartatimur jaktim jaktimpride jakartaeastthebest timoer sda penangananbanjir banjir bantuan jagajakarta jakartakotaglobal dkijakarta;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai polri siaga pertolongan imbauan waspadahadapibencana;2
link polri gelar trauma healing anak korban banjir jakarta timur fokus pemulihan psikologis jakarta menghadapi dampak bencana banjir melanda wilayah jakarta timur polri menggelar kegiatan trauma healing anakanak korban posko pengungsian;2
banjir melanda jakarta akibat luapan kali ciliwung rt terendam bpbd siagakan bantuan;2
ya respect doi bisa bertahan tau banget vila nusa indah tu emang top tier banjir bekasi tapi ya tidak ngejelek in instansi pemerintah jg dongs pengen selamet jg tidak palalo doang;0
banjir jakarta salahkan pemerintah salahin muhasabah allah tidak akan bencana perilaku hambanya ujian bertawakal allah;0
banjir jakarta tidak bisa langsung menyalahkan gubernur banjir yg menunjukan kebijakan langkah gubernur belum berhasil mengatasi pemerintah berganti berkalikali banjirnya awet;0
iya cocok jakarta kota yg rawan banjir harganya man;1
penanganan mobil kerendam banjir estimasi biaya brosis banjirbekasi bengkelmobil;1
aje dah bela pemerintah pas bencana banjir segede bekasi tidak ngerti h;0
banjir jakarta dipicu sungai meluap amp curah hujan;1
pemkot bekasi gatau kerjanya gimana sumpah banjir gapernah solusinya diperhatiin daerah daerah bekasi kaga banjir doang daerah banjir kaga diperhatiin monyet monyet sumpah kota emg jelek banget guys;0
ya beb banjir sedih liat warga bekasi bogor dll yg kena banjir;1
tinjau banjir lapas cikarang dirjenpas pastikan layanan warga binaan berjalan cikaranag info pas musibah bajir daerah jakarta jawa barat dirasakan unit pelaksana tekhnis pemasyarakata lapas bapas cikarang;2
salut polri udah gercep banget bantu warga korban banjir bekasi depok teruskan kerja bagus;2
penjualan properti bekasi turun akibat banjir real estate indonesia rei pemerintah atasi;0
pengusaha yg kontainernya bekasi saban jam ikutan mikirin bekasi tidak ya banjir pura tidak tau;0
dinas pekerjaan penataan ruang dpupr kota depok jawa barat memetakan mitigasi titik banjir sedang penanganan;2
wakil gubernur dki jakarta rano karno mengungkap dukungan penuh pemerintah pusat upaya pengendalian banjir;0
bekasi banjir sedih;1
makasih utk petugas basarnas damkar dll yg membantu evakuasi banjir bekasi evakuasi gini tidak mudah sampe malem bbrp daerah airnya dalem kmrn nerobos banjir perumahan sampe ngerasa kakiku kedinginan banget tidak kuat kaku;2
pln upaya mengamankan kelistrikan wilayah jakarta terdampak banjir selengkapnya;2
banjir jakarta haters cari kesalahannya anies pendukung cari fakta penyebab banjir kuasa pemerintah banjir udah reda tidak cari sumber solusinya;0
hai bantuannya temanteman keluargaku sudah lansia terjebak banjir perumahan bumi satria kencana bekasi selatan mengabari hp lowbat bisa info kabar terkini daerah video pas pagi air;0
polri keren tidak menjaga keamanan jg andil bantu korban banjir bekasi depok semoga usaha jalan;2
innalillahi banjir bekasi sudah mencapai atap rumah warga semoga surut staf safe temanteman;1
membuka layanan darurat respon banjir bekasi keluarga terjebak rumahgedung banjir amp belum terevakuasi silahkan dm format banjirbekasinama lengkapalamat lengkapnomor tlp amp share;1
video mega bekasi hypermall diterjang banjir bak tsunami viral medsos com banjirbekasi dior;1
bmkg prediksi curah hujan relatif maret pemerintah prioritaskan modifikasi cuaca bmkg modifikasicuaca banjir jabodetabek jawabarat dkijakarta jakartakebanjiran via;1
pemerintah tinggal diam musibah banjir bantuan korban terdampak banjir banjirbekasi bantuan m korbanbanjir;2
nyalahin pemerintah sampah jakarta berserakan banget ulah semoga banjir bisa dijadiin pelajaran untukbanjir;0
korps bhayangkara evakuasi korban banjir bekasi depok jawa barat tim evakuator peralatan rantis rescue perahu karet pelampung mesin penyedot air evakuasi petugas mendistribusikan bahan pangan warga;2
polri sat lantas jaksel pengecekan situasi banjir terkini kompikpn bintaro pesanggrahan ketinggian air lutut orang dewasa;2
nice job polri yg sudah gerak cepat bantu bikers banjir bekasi apresiasi yg pantes pengamat ui keep it up detailnya klik;2
gubernur jawa barat dedi mulyadi keprihatinannya bencana terkait meluapnya sungai jayanti kabupaten bogor mengakibatkan banjir merendam pemukiman warga terkait alih fungsi lahan kawasan;1
kapolres metro jakarta selatan kombes pol ade rahmat idnal sik turun langsung lokasi banjir komplek ikpn rw kelurahan bintaro pesanggrahan jakarta selatan;2
tapi dijakarta banjir disalahin pemerintah trending topic;0
juara banget polri evakuasi banjir bekasi depok respect liat;2
warga jatiasih bekasi terpeleset hanyut terbawa arus banjir belum ditemukan;1
dimana org yg bilang banjir jakarta urusan pemerintah pusat bakar kembang api istana bogor;0
mah bukan vokal tidak vokal warganya bang bekasi jatuhnya kota jakarta provinsi kota disorot media jakarta banjir mah orang jakarta nimbrung isunya jelek in pemerintahannya yg gubernurnya;0
jakarta dilanda banjir akibat luapan kali ciliwung gubernur pramono anung turun langsung pintu air manggarai mengecek situasi kondisi terkini baca selengkapnya idncitizen promedia;0
pemprov dki beserta jajarannya sudah tidak berfungsi lg membenahi ibukotasudah pemerintah pusat turun lngsng menangani permasalahan banjir yg ibukota wilayah nieshancurkanjakarta;2
org pendatang yg cari makan jakarta yg suka buang sampah sembrangan jakarta yg suka motor trotoar lawan arah flyover jakarta hak pemerintah tidak macet banjir umr naekan ngacajg;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
banjir jakarta bencana alam mas allah hujan minggu tidak henti daya pemerintah;0
karna mentri pupr ngknbisa urus sungai yg tanggung pemerintah pusat yg rusak otak yg bisa berfikir kaya orang curah hujan terbesar dr jakarta bebas banjir liat data jaman ahok hujan cuman gerimis jkt banjir;0
udah gitu banjir dtng;1
hidup jakarta kali deket rumah ikutan banjir bantuan pemerintah whats going on;0
jakarta banjir parah motor masuk tol bypass tapi cm pintu masuk ointu menghindari banjir klp gading;0
malang posco media jakarta banjir jalan kebon pala ii kampung melayu jatinegara jakarta timur selasa sore kemarin mencapai meter akses evakuasi warga terdampak sulit kecuali berenang baca selengkapnya;1
dinsos dki telah menyalurkan bantuan warga terdampak banjir wilayah jaksel jaktim ribuan bantuan logistik telah didistribusikan titik pengungsian mendirikan dapur kebutuhan makan sahur berbuka warga terpenuhi;2
istri wali kota mengungsi hotel mewah banjir media sosial dihebohkan video mempertontonkan istri wali kota bekasi via;1
bilang banjir cuman kiriman bogor;1
gubernur memimpin jakarta tdk mengatasi banjir jakarta;0
tgupp anies pemerintah pusat tangkap hujan jakarta tidak banjir solusi yg apik via;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga imbauan waspadahadapibencana;2
parah banget gila banjir bekasi alhamdulillah tidak kena banjir bertaun disana prayforbekasi;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan waspadahadapibencana;2
bendungan kering pengendali banjir yg bendung cirata hulu sungai ciliwung jdi air bah dri bopuncur bogor puncak cianjur tidak langsung diglontorkan jabodetabek kemaren tapi tampung bendungan kering dilepas sungai ciliwung;0
tidak buang sampah sembarangan didalam hidup puntung rokok silakan salahkan buang sampah sembarangan pemerintah menanggulangi banjir banjirjakarta;0
